"","temp_ssp2_20","temp_ssp4_20","chl_ssp2_20","chl_ssp4_20","mld_ssp2_20","mld_ssp4_20","temp_ssp2_50","temp_ssp4_50","chl_ssp2_50","chl_ssp4_50","mld_ssp2_50","mld_ssp4_50","temp_ssp2_90","temp_ssp4_90","chl_ssp2_90","chl_ssp4_90","mld_ssp2_90","mld_ssp4_90","occurance_status","long","lat"
"9916",28.5691277904,28.5896050965775,0.287998277133898,0.281592620975862,6.95634358328376,7.02320805053946,29.266501192684,29.4728026486867,0.286052101729482,0.284283724357837,6.77533850430507,7.20257855913515,29.8607933233779,30.2560921062214,0.29669256600828,0.279511037945719,7.10086479224045,7.51768423056939,"ABSENT",-91.825,18.525
"9917",26.8998625752214,27.0517941202616,0.131222027036834,0.143896920861487,22.828607051562,21.5942343034728,27.6695180326947,27.852670946901,0.132350346413344,0.142182573898774,22.4997874076826,21.908191460296,28.2414504263108,28.7076020026205,0.136013776493217,0.137807384815957,23.4947280217867,23.7289121245039,"ABSENT",-97.225,23.075
"9918",25.9285940991303,26.0141080638989,0.218997925676678,0.372582815492167,23.2940273010432,22.7390742203968,26.7131161963353,26.9195375910355,0.343073795541245,0.65529339813857,23.2458957995162,24.6811725263711,27.3291111367914,27.8370914397161,0.407403016702508,0.700175045511439,23.8372724538111,24.6466481068049,"ABSENT",-89.025,28.125
"9919",28.3996814126329,28.400678386306,0.0950699104747235,0.100636347522678,24.928072265083,24.4015342677904,29.0561107194701,29.1355025937747,0.0946113117965292,0.0951952074830144,25.4675939138285,25.0656179992514,29.6316879628568,29.9372443164077,0.0951354152541106,0.095439099703042,25.5372760996486,25.4773930452498,"ABSENT",-87.025,20.175
"9920",28.6235396745688,28.6569926708668,0.0789272151497918,0.0768091988107066,31.1473539805188,31.377481002395,29.3088623776702,29.4475126422344,0.0831913762205461,0.0810736259908645,31.9470591575313,32.5706587822201,29.9083785046962,30.311105479673,0.0833922594333863,0.0865854037289544,32.7852155337466,33.0822957728495,"ABSENT",-82.775,19.025
"9921",26.4107238615666,26.534745243786,0.135944180879025,0.160960316375313,29.655276492038,28.9652311182908,27.1746382349001,27.308551639154,0.151743219522866,0.185020208588596,29.737791240941,29.2267516658002,27.7410253723932,28.1535198338695,0.154570304533511,0.181127549288658,31.1644160234053,30.8552171566993,"ABSENT",-95.425,25.625
"9922",28.5506889079243,28.5650764542847,0.073587572337262,0.0749715876819375,32.8000732929471,33.0357285574278,29.2291534701596,29.361737350538,0.0790989243885543,0.0743620078598954,33.8190949618539,34.1245686465132,29.8185476565675,30.2291495493708,0.0796863957659761,0.081714007078022,34.7324985360193,34.6745497425955,"ABSENT",-84.175,19.125
"9923",24.0689783406435,24.1969464897047,1.664964218721,1.80726840536099,7.08486155167727,6.21881141742665,24.8747579965677,25.1055961564996,1.77640037021782,2.08414071738526,7.12335902179069,7.64932129111724,25.4839716179651,26.0287355713916,1.84947940821032,2.12634908202653,7.04528780601495,7.65237247610852,"ABSENT",-89.375,28.925
"9924",27.9198778868776,27.9442838773989,0.124783832649002,0.133822854128295,24.6608314143141,24.006877027724,28.5809768301607,28.6993645750225,0.126908331288915,0.138001406799351,24.2076478296068,24.3651698790981,29.1430093793618,29.4763626500302,0.129074492672754,0.136342458294436,23.8156907550885,23.5002128441702,"ABSENT",-87.175,23.475
"9925",28.3355625958833,28.3598294513852,0.0984582515681102,0.103655769365099,32.0558125732818,31.8509159456518,28.9954096788617,29.1245872349004,0.0990343047881183,0.102310572609603,32.0172242822431,32.4301698696857,29.5805386438673,29.9404500775657,0.100808896615828,0.104185339315066,31.5966354562921,31.9203987114088,"ABSENT",-85.775,22.125
"9926",27.8621902372759,27.8883875040555,0.311489374701612,0.303081422235345,11.9123480986913,11.6979582520723,28.5560618027478,28.7673479095812,0.312059948138058,0.306416283957011,11.7564121676079,12.1349886833217,29.14676266862,29.5587740684552,0.319763601310537,0.303344618039573,12.215988332786,12.8705788052533,"ABSENT",-92.275,19.025
"9927",26.0745929124077,26.1710726903871,0.194536585752491,0.212210841098142,28.483082643839,27.5313241835789,26.8704344392046,27.0659486171021,0.240265765297752,0.263930400370462,28.5271992690994,29.0045067697461,27.4755847655517,28.0035855007796,0.225059271215423,0.27919455190223,29.2091318092708,29.331125925368,"ABSENT",-91.125,27.775
"9928",29.7027227859949,29.7350797318418,0.201201383771933,0.207595896947411,13.5576838548362,12.9023976070882,30.4426181398927,30.6263341760708,0.202371037448286,0.204724970323681,13.6878287189393,12.9074373282819,31.0835973082837,31.5965219592828,0.20101933198728,0.201806088389861,14.1069015549283,13.4729016252611,"ABSENT",-97.775,14.825
